id,title,provider,department,description,level,duration,students,rating,url,tags
1825,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,Udemy,Musical Instruments,Course: Learn to Play Euphonium: Beginner to Pro in Under Five Hours. Category: Musical Instruments. Level: Beginner Level. Duration: 7 hours.,Beginner Level,7 hours,305,5,https://www.udemy.com/beginning-euphonium/,[]
1826,Learn Oud 1 (No Prior Music Knowledge Required!),Udemy,Musical Instruments,Course: Learn Oud 1 (No Prior Music Knowledge Required!). Category: Musical Instruments. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,153,5,https://www.udemy.com/learn-oud/,[]
1827,Instant Harmonica - play Dylan's Blowing in the Wind today!,Udemy,Musical Instruments,Course: Instant Harmonica - play Dylan's Blowing in the Wind today!. Category: Musical Instruments. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,81,5,https://www.udemy.com/instant-harmonica-play-dylans-blowing-in-the-wind-today/,[]
1828,Improvise On The Piano In 30 Minutes,Udemy,Musical Instruments,Course: Improvise On The Piano In 30 Minutes. Category: Musical Instruments. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,85,5,https://www.udemy.com/improvise-on-the-piano-in-30-minutes/,[]
1829,Cajon Step-by-Step: Beginner Intermediate Advanced,Udemy,Musical Instruments,Course: Cajon Step-by-Step: Beginner Intermediate Advanced. Category: Musical Instruments. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,73,5,https://www.udemy.com/cajon-step-by-step/,[]
1830,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,Udemy,Musical Instruments,Course: Blues Guitar Lessons - Volume 2 - Slow Blues Essentials. Category: Musical Instruments. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,178,5,https://www.udemy.com/blues-guitar-lessons-volume-2-slow-blues-essentials/,[]
1831,Instant Harmonica - play the gorgeous Skye Boat Song now!,Udemy,Musical Instruments,Course: Instant Harmonica - play the gorgeous Skye Boat Song now!. Category: Musical Instruments. Level: Beginner Level. Duration: 38 mins.,Beginner Level,38 mins,122,5,https://www.udemy.com/instant-harmonica-play-the-gorgeous-skye-boat-song-now/,[]
1832,Learn to Play Trombone: Go From Beginner to Pro in No Time!,Udemy,Musical Instruments,Course: Learn to Play Trombone: Go From Beginner to Pro in No Time!. Category: Musical Instruments. Level: All Levels. Duration: 7.5 hours.,All Levels,7.5 hours,402,5,https://www.udemy.com/intermediate-trombone/,[]
1833,FingerstyleGuitar by Jacques Stotzem - Basic Level,Udemy,Musical Instruments,Course: FingerstyleGuitar by Jacques Stotzem - Basic Level. Category: Musical Instruments. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,119,5,https://www.udemy.com/basic-fingerstyleguitar-jacques-stotzem/,[]
1834,Instant Harmonica - play two Star Wars themes in 30 minutes,Udemy,Musical Instruments,Course: Instant Harmonica - play two Star Wars themes in 30 minutes. Category: Musical Instruments. Level: Beginner Level. Duration: 42 mins.,Beginner Level,42 mins,605,5,https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/,[]
1835,Play Piano To-day! - Beginner Piano Lessons For Busy People!,Udemy,Musical Instruments,Course: Play Piano To-day! - Beginner Piano Lessons For Busy People!. Category: Musical Instruments. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,476,5,https://www.udemy.com/piano-for-busy-people/,[]
1836,Learn to Play the Flute: Beginner to Pro in Under Five Hours,Udemy,Musical Instruments,Course: Learn to Play the Flute: Beginner to Pro in Under Five Hours. Category: Musical Instruments. Level: Beginner Level. Duration: 7 hours.,Beginner Level,7 hours,707,5,https://www.udemy.com/beginnerflute/,[]
1837,Play Piano 7: Improvise on For All We Know in F Key by Ear,Udemy,Musical Instruments,Course: Play Piano 7: Improvise on For All We Know in F Key by Ear. Category: Musical Instruments. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,438,3,https://www.udemy.com/play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear/,[]
1838,World's Fastest Piano Method - The Piano Revolution!,Udemy,Musical Instruments,Course: World's Fastest Piano Method - The Piano Revolution!. Category: Musical Instruments. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,1199,5,https://www.udemy.com/decplay-the-fastest-way-to-learn-piano/,[]
1839,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,Udemy,Musical Instruments,Course: Learn to Play the Trumpet: Beginner to Pro Made the Easy Way. Category: Musical Instruments. Level: Beginner Level. Duration: 7.5 hours.,Beginner Level,7.5 hours,966,5,https://www.udemy.com/trumpet-a-beginners-guide/,[]
1840,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,Udemy,Musical Instruments,Course: Learn to Play Clarinet: Beginner to Pro in Under Five Hours. Category: Musical Instruments. Level: Beginner Level. Duration: 6 hours.,Beginner Level,6 hours,877,5,https://www.udemy.com/clarinet-a-beginners-guide/,[]
1841,"Learn To Play The Piano Using Pop, R B and Gospel Chords",Udemy,Musical Instruments,"Course: Learn To Play The Piano Using Pop, R B and Gospel Chords. Category: Musical Instruments. Level: All Levels. Duration: 41 mins.",All Levels,41 mins,1504,5,https://www.udemy.com/learn-to-play-the-piano-using-pop-rb-and-gospel-chords/,[]
1842,Play By Ear 4: Play Song By Ear with 3 Chords Using Any Key,Udemy,Musical Instruments,Course: Play By Ear 4: Play Song By Ear with 3 Chords Using Any Key. Category: Musical Instruments. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,1064,5,https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/,[]
1843,Worship Piano: From Beginner to Pro,Udemy,Musical Instruments,Course: Worship Piano: From Beginner to Pro. Category: Musical Instruments. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,117,5,https://www.udemy.com/worship-piano-from-beginner-to-pro/,[]
1844,Easy to play Christmas Songs for Guitar,Udemy,Musical Instruments,Course: Easy to play Christmas Songs for Guitar. Category: Musical Instruments. Level: All Levels. Duration: 30 mins.,All Levels,30 mins,1229,5,https://www.udemy.com/howtoplaychristmassongsontheguitar/,[]
1845,Ultimate Blues Guitar Beginner Lessons,Udemy,Musical Instruments,Course: Ultimate Blues Guitar Beginner Lessons. Category: Musical Instruments. Level: Beginner Level. Duration: 10.5 hours.,Beginner Level,10.5 hours,922,5,https://www.udemy.com/ultimate-blues-guitar-beginners-course/,[]
1846,How to Play Piano - Your First Lesson!,Udemy,Musical Instruments,Course: How to Play Piano - Your First Lesson!. Category: Musical Instruments. Level: Beginner Level. Duration: 31 mins.,Beginner Level,31 mins,662,5,https://www.udemy.com/how-to-play-piano-course/,[]
1847,Playing Piano : Reading and Playing Classical Tunes Vol.I,Udemy,Musical Instruments,Course: Playing Piano : Reading and Playing Classical Tunes Vol.I. Category: Musical Instruments. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,1732,5,https://www.udemy.com/piano-playing-beggining-the-journey/,[]
1848,Blues School! A Course For Beginners in Blues Piano Improv,Udemy,Musical Instruments,Course: Blues School! A Course For Beginners in Blues Piano Improv. Category: Musical Instruments. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,326,5,https://www.udemy.com/blues-piano-improvisation-amaze-yourself/,[]
1849,Learn Fun Dreamy Piano Techniques 2 - Play Silver Bells,Udemy,Musical Instruments,Course: Learn Fun Dreamy Piano Techniques 2 - Play Silver Bells. Category: Musical Instruments. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,1284,5,https://www.udemy.com/learn-piano-christmas-song-2-play-dreamy-silver-bells/,[]
1850,31 Day Guitar Challenge,Udemy,Musical Instruments,Course: 31 Day Guitar Challenge. Category: Musical Instruments. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,1029,5,https://www.udemy.com/31dayguitar/,[]
1851,Percussive Fingerstyle Guitar,Udemy,Musical Instruments,Course: Percussive Fingerstyle Guitar. Category: Musical Instruments. Level: Intermediate Level. Duration: 1.5 hours.,Intermediate Level,1.5 hours,886,5,https://www.udemy.com/percussive-fingerstyle-course/,[]
1852,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,Udemy,Musical Instruments,Course: Learn to Play Saxophone: Beginner to Pro in Under Four Hours. Category: Musical Instruments. Level: Beginner Level. Duration: 5 hours.,Beginner Level,5 hours,1213,5,https://www.udemy.com/saxophone-a-beginners-guide/,[]
1853,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy!",Udemy,Musical Instruments,"Course: Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy!. Category: Musical Instruments. Level: Beginner Level. Duration: 2 hours.",Beginner Level,2 hours,1605,5,https://www.udemy.com/bassguitar/,[]
1854,Guitar Insanity Workout - Eatmystrings!,Udemy,Musical Instruments,Course: Guitar Insanity Workout - Eatmystrings!. Category: Musical Instruments. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,2673,5,https://www.udemy.com/eatmystrings-guitar-insanity-workout/,[]
1855,Playing Piano: Play Chords and Popular Pieces Vol.I,Udemy,Musical Instruments,Course: Playing Piano: Play Chords and Popular Pieces Vol.I. Category: Musical Instruments. Level: Beginner Level. Duration: 3 hours.,Beginner Level,3 hours,1987,5,https://www.udemy.com/playing-piano-i-play-chords-and-popular-pieces/,[]
1856,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,Udemy,Musical Instruments,Course: Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi. Category: Musical Instruments. Level: Intermediate Level. Duration: 30 mins.,Intermediate Level,30 mins,1052,5,https://www.udemy.com/guitar-chord-riot-learn-to-play-guitar-like-a-guitar-jedi/,[]
1857,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,Udemy,Musical Instruments,Course: Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs. Category: Musical Instruments. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,1548,5,https://www.udemy.com/beginner-electric-guitar/,[]
1858,Guitar Fretboard Mastery for the Blues Guitarist,Udemy,Musical Instruments,Course: Guitar Fretboard Mastery for the Blues Guitarist. Category: Musical Instruments. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,257,5,https://www.udemy.com/fretboard-mastery-for-the-blues-guitarist/,[]
1859,Quick Easy Piano Chords: Play more songs with more chords,Udemy,Musical Instruments,Course: Quick Easy Piano Chords: Play more songs with more chords. Category: Musical Instruments. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,1818,4,https://www.udemy.com/quick-and-easy-piano-chords/,[]
1860,Instant Harmonica - play Scarborough Fair in 8 easy lectures,Udemy,Musical Instruments,Course: Instant Harmonica - play Scarborough Fair in 8 easy lectures. Category: Musical Instruments. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,543,4,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/,[]
1861,Piano With Willie: Blues n' Boogie Vol. 2,Udemy,Musical Instruments,Course: Piano With Willie: Blues n' Boogie Vol. 2. Category: Musical Instruments. Level: Intermediate Level. Duration: 2.5 hours.,Intermediate Level,2.5 hours,95,5,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/,[]
1862,Have Fun with Beginner Blues Piano,Udemy,Musical Instruments,Course: Have Fun with Beginner Blues Piano. Category: Musical Instruments. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,321,5,https://www.udemy.com/have-fun-with-beginner-blues-piano/,[]
1863,Learn to Play Harp: Beginners Course,Udemy,Musical Instruments,Course: Learn to Play Harp: Beginners Course. Category: Musical Instruments. Level: Beginner Level. Duration: 41 mins.,Beginner Level,41 mins,408,5,https://www.udemy.com/learn-to-play-harp-beginners-course/,[]
1864,Instant Harmonica - play this classic 8 bar blues tune!,Udemy,Musical Instruments,Course: Instant Harmonica - play this classic 8 bar blues tune!. Category: Musical Instruments. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,43,4,https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/,[]
1865,Guitar Lessons - Learning The Neck - Fretboard Mastery,Udemy,Musical Instruments,Course: Guitar Lessons - Learning The Neck - Fretboard Mastery. Category: Musical Instruments. Level: All Levels. Duration: 6 hours.,All Levels,6 hours,239,5,https://www.udemy.com/guitar-lessons-learning-the-neck-fretboard-mastery/,[]
1866,Take your double bass drum technique to the next level,Udemy,Musical Instruments,Course: Take your double bass drum technique to the next level. Category: Musical Instruments. Level: Intermediate Level. Duration: 5.5 hours.,Intermediate Level,5.5 hours,584,5,https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/,[]
1867,How To Play The Cajon: For Beginners,Udemy,Musical Instruments,Course: How To Play The Cajon: For Beginners. Category: Musical Instruments. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,144,5,https://www.udemy.com/how-to-play-the-cajon-for-beginners/,[]
1868,Slide Guitar- Slide Soloing Essentials,Udemy,Musical Instruments,Course: Slide Guitar- Slide Soloing Essentials. Category: Musical Instruments. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,297,5,https://www.udemy.com/slide-guitar/,[]
1869,Learn Piano 8: Use Augmented Chord Sub Whole Tone Scales,Udemy,Musical Instruments,Course: Learn Piano 8: Use Augmented Chord Sub Whole Tone Scales. Category: Musical Instruments. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,1137,4,https://www.udemy.com/learn-piano-8-use-augmented-chord-sub-whole-tone-scales/,[]
1870,Learn Acoustic Guitar for Worship,Udemy,Musical Instruments,Course: Learn Acoustic Guitar for Worship. Category: Musical Instruments. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,86,5,https://www.udemy.com/learn-acoustic-guitar-for-worship/,[]
1871,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,Udemy,Musical Instruments,Course: Learn 3 - All Time A R Rahman Hits on Carnatic Flute!. Category: Musical Instruments. Level: Intermediate Level. Duration: 2.5 hours.,Intermediate Level,2.5 hours,98,5,https://www.udemy.com/arrahman-hits/,[]
1872,Guitar Lessons: The Essential Beginner Intermediate Course,Udemy,Musical Instruments,Course: Guitar Lessons: The Essential Beginner Intermediate Course. Category: Musical Instruments. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,2566,5,https://www.udemy.com/guitar-lessons-the-essential-beginner-intermediate-course/,[]
1873,Instant Harmonica - play the groovy Irish Washerwoman now!,Udemy,Musical Instruments,Course: Instant Harmonica - play the groovy Irish Washerwoman now!. Category: Musical Instruments. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,55,5,https://www.udemy.com/instant-harmonica-play-the-groovy-irish-washerwoman-now/,[]
1874,Music Fundamentals: Learn Beatmaking with Pen Tapping,Udemy,Musical Instruments,Course: Music Fundamentals: Learn Beatmaking with Pen Tapping. Category: Musical Instruments. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,537,2,https://www.udemy.com/music-fundamentals-learn-beatmaking-with-pen-tapping/,[]
1875,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z 398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",Udemy,Musical Instruments,"Course: Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z 398746,Piano: The Chord Based System - Learn To Play As The Pros Do"". Category: Musical Instruments. Level: All Levels. Duration: 2 hours.",All Levels,2 hours,595,5,https://www.udemy.com/learn-popular-piano-successfully-have-fun-making-music-now/,[]
